,pointID,Geographic Area Name,Population,cdtaname,boroname_left,cdta2020,geoid,Demand,lon,lat,coordinates,OSMID,OSM_lon,OSM_lat,geometry
394,394,"Block 2000, Block Group 2, Census Tract 71, Kings County, New York",203,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470071002000,5,-73.98611237816267,40.68301797459833,"(40.68301797459833,-73.98611237816267)",42529944,-73.985231,40.68228,POINT (-73.985231 40.68228)
395,395,"Block 2001, Block Group 2, Census Tract 71, Kings County, New York",68,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470071002001,2,-73.98654862809981,40.68238781619143,"(40.68238781619143,-73.98654862809981)",42466496,-73.98743,40.683126,POINT (-73.98743 40.683126)
396,396,"Block 2002, Block Group 2, Census Tract 71, Kings County, New York",1531,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470071002002,33,-73.98892737224337,40.68290672508505,"(40.68290672508505,-73.98892737224337)",42468453,-73.989992,40.683319,POINT (-73.989992 40.683319)
397,397,"Block 2003, Block Group 2, Census Tract 71, Kings County, New York",76,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470071002003,2,-73.98635822895048,40.68137986276997,"(40.68137986276997,-73.98635822895048)",42479037,-73.986104,40.681009,POINT (-73.986104 40.681009)
398,398,"Block 3000, Block Group 3, Census Tract 71, Kings County, New York",1396,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470071003000,30,-73.9880493834361,40.684190201744165,"(40.684190201744165,-73.9880493834361)",42466495,-73.986996,40.683765,POINT (-73.986996 40.683765)
399,399,"Block 3000, Block Group 3, Census Tract 71, Kings County, New York",1396,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470071003000,30,-73.9880493834361,40.684190201744165,"(40.684190201744165,-73.9880493834361)",42466495,-73.986996,40.683765,POINT (-73.986996 40.683765)
400,400,"Block 1000, Block Group 1, Census Tract 75, Kings County, New York",19,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075001000,1,-73.98796259249156,40.681332211913244,"(40.681332211913244,-73.98796259249156)",42479032,-73.987279,40.681467,POINT (-73.987279 40.681467)
401,401,"Block 1001, Block Group 1, Census Tract 75, Kings County, New York",361,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075001001,8,-73.98959098197149,40.68196854542827,"(40.68196854542827,-73.98959098197149)",42479028,-73.9904275,40.6826967,POINT (-73.9904275 40.6826967)
402,402,"Block 1002, Block Group 1, Census Tract 75, Kings County, New York",298,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075001002,7,-73.99173889747024,40.682801562521675,"(40.682801562521675,-73.99173889747024)",42527881,-73.990865,40.6820655,POINT (-73.990865 40.6820655)
403,403,"Block 1003, Block Group 1, Census Tract 75, Kings County, New York",331,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075001003,8,-73.99392509486651,40.68364225164959,"(40.68364225164959,-73.99392509486651)",42492250,-73.993052,40.682909,POINT (-73.99305200000001 40.682909)
404,404,"Block 2001, Block Group 2, Census Tract 75, Kings County, New York",109,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075002001,3,-73.98978364774345,40.68143928061292,"(40.68143928061292,-73.98978364774345)",42466502,-73.988699,40.681217,POINT (-73.988699 40.681217)
405,405,"Block 2002, Block Group 2, Census Tract 75, Kings County, New York",106,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075002002,3,-73.99003254727745,40.681134458210906,"(40.681134458210906,-73.99003254727745)",5996196764,-73.989129,40.680581,POINT (-73.98912900000001 40.680581)
406,406,"Block 2003, Block Group 2, Census Tract 75, Kings County, New York",347,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075002003,8,-73.9921734128537,40.68216628907925,"(40.68216628907925,-73.9921734128537)",42478118,-73.9912964,40.6814334,POINT (-73.9912964 40.6814334)
407,407,"Block 2004, Block Group 2, Census Tract 75, Kings County, New York",412,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075002004,9,-73.99430496352551,40.682988863465,"(40.682988863465,-73.99430496352551)",42478116,-73.99348,40.682274,POINT (-73.99348000000001 40.682274)
408,408,"Block 3000, Block Group 3, Census Tract 75, Kings County, New York",22,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075003000,1,-73.98881911187178,40.680058921975856,"(40.680058921975856,-73.98881911187178)",5796733238,-73.9881125,40.6801909,POINT (-73.9881125 40.6801909)
409,409,"Block 3001, Block Group 3, Census Tract 75, Kings County, New York",249,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075003001,6,-73.99042837704161,40.68068544154417,"(40.68068544154417,-73.99042837704161)",5996258523,-73.989559,40.679946,POINT (-73.989559 40.679946)
410,410,"Block 3002, Block Group 3, Census Tract 75, Kings County, New York",367,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075003002,8,-73.99260503996433,40.68153261244541,"(40.68153261244541,-73.99260503996433)",42486345,-73.9917277,40.6807958,POINT (-73.9917277 40.6807958)
411,411,"Block 3003, Block Group 3, Census Tract 75, Kings County, New York",105,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075003003,3,-73.99085762396163,40.68005039307777,"(40.68005039307777,-73.99085762396163)",42466508,-73.989985,40.679314,POINT (-73.989985 40.679314)
412,412,"Block 3005, Block Group 3, Census Tract 75, Kings County, New York",18,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075003005,1,-73.9896817688192,40.67879206037118,"(40.67879206037118,-73.9896817688192)",5996258513,-73.9894524,40.6783013,POINT (-73.9894524 40.6783013)
413,413,"Block 3006, Block Group 3, Census Tract 75, Kings County, New York",461,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075003006,10,-73.99128664828336,40.67941732486154,"(40.67941732486154,-73.99128664828336)",42514981,-73.9922376,40.680039,POINT (-73.9922376 40.680039)
414,414,"Block 4000, Block Group 4, Census Tract 75, Kings County, New York",465,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075004000,10,-73.99306905528132,40.68085445460632,"(40.68085445460632,-73.99306905528132)",42492257,-73.994343,40.681006,POINT (-73.994343 40.681006)
415,415,"Block 4001, Block Group 4, Census Tract 75, Kings County, New York",347,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075004001,8,-73.99357643490455,40.68011548591454,"(40.68011548591454,-73.99357643490455)",42471058,-73.994654,40.680541,POINT (-73.994654 40.680541)
416,416,"Block 5000, Block Group 5, Census Tract 75, Kings County, New York",352,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075005000,8,-73.99468102693768,40.68233461334376,"(40.68233461334376,-73.99468102693768)",42486341,-73.993913,40.681641,POINT (-73.99391300000001 40.681641)
417,417,"Block 5001, Block Group 5, Census Tract 75, Kings County, New York",322,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470075005001,7,-73.99506113071902,40.68168188441666,"(40.68168188441666,-73.99506113071902)",42492257,-73.994343,40.681006,POINT (-73.994343 40.681006)
418,418,"Block 1000, Block Group 1, Census Tract 77, Kings County, New York",358,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077001000,8,-73.98976521255739,40.677779653321316,"(40.677779653321316,-73.98976521255739)",42505920,-73.9897021,40.677591,POINT (-73.9897021 40.677591)
419,419,"Block 1001, Block Group 1, Census Tract 77, Kings County, New York",303,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077001001,7,-73.99170912610634,40.678837882169546,"(40.678837882169546,-73.99170912610634)",42471148,-73.992783,40.679237,POINT (-73.992783 40.679237)
420,420,"Block 1002, Block Group 1, Census Tract 77, Kings County, New York",356,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077001002,8,-73.9940837016031,40.67935859046189,"(40.67935859046189,-73.9940837016031)",42492264,-73.995139,40.679825,POINT (-73.99513899999999 40.679825)
421,421,"Block 1003, Block Group 1, Census Tract 77, Kings County, New York",302,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077001003,7,-73.9921221551127,40.67829212924603,"(40.67829212924603,-73.9921221551127)",42488917,-73.9932919,40.6784778,POINT (-73.9932919 40.6784778)
422,422,"Block 1004, Block Group 1, Census Tract 77, Kings County, New York",607,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077001004,13,-73.99039475053547,40.67750210090176,"(40.67750210090176,-73.99039475053547)",42505920,-73.9897021,40.677591,POINT (-73.9897021 40.677591)
423,423,"Block 2000, Block Group 2, Census Tract 77, Kings County, New York",345,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077002000,8,-73.99454418151296,40.678658464935545,"(40.678658464935545,-73.99454418151296)",42492267,-73.995672,40.679045,POINT (-73.995672 40.679045)
424,424,"Block 2001, Block Group 2, Census Tract 77, Kings County, New York",349,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077002001,8,-73.99492821214713,40.678001561684475,"(40.678001561684475,-73.99492821214713)",42492270,-73.996128,40.678162,POINT (-73.996128 40.678162)
425,425,"Block 2002, Block Group 2, Census Tract 77, Kings County, New York",19,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077002002,1,-73.99301264989,40.6770750665207,"(40.6770750665207,-73.99301264989)",6003645709,-73.991872,40.676946,POINT (-73.991872 40.676946)
426,426,"Block 2003, Block Group 2, Census Tract 77, Kings County, New York",394,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077002003,9,-73.99254752050427,40.67769565364805,"(40.67769565364805,-73.99254752050427)",42475953,-73.9937242,40.6778407,POINT (-73.9937242 40.6778407)
427,427,"Block 2004, Block Group 2, Census Tract 77, Kings County, New York",56,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077002004,2,-73.99086902969518,40.67688648031269,"(40.67688648031269,-73.99086902969518)",42488921,-73.9901376,40.676949,POINT (-73.9901376 40.676949)
428,428,"Block 3000, Block Group 3, Census Tract 77, Kings County, New York",144,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003000,4,-73.99530168788704,40.67732121717974,"(40.67732121717974,-73.99530168788704)",42521808,-73.9941559,40.6772043,POINT (-73.9941559 40.6772043)
429,429,"Block 3001, Block Group 3, Census Tract 77, Kings County, New York",32,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003001,1,-73.9947378061572,40.676265028785565,"(40.676265028785565,-73.9947378061572)",5849767883,-73.9945958,40.6765731,POINT (-73.9945958 40.6765731)
430,430,"Block 3002, Block Group 3, Census Tract 77, Kings County, New York",208,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003002,5,-73.99744513677005,40.67728524296721,"(40.67728524296721,-73.99744513677005)",42496339,-73.997405,40.676846,POINT (-73.997405 40.676846)
431,431,"Block 3003, Block Group 3, Census Tract 77, Kings County, New York",57,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003003,2,-73.99727380668274,40.676448578485854,"(40.676448578485854,-73.99727380668274)",42496339,-73.997405,40.676846,POINT (-73.997405 40.676846)
432,432,"Block 3004, Block Group 3, Census Tract 77, Kings County, New York",50,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003004,2,-73.99806683065475,40.67666730590728,"(40.67666730590728,-73.99806683065475)",42497683,-73.9987227,40.6764868,POINT (-73.9987227 40.6764868)
433,433,"Block 3005, Block Group 3, Census Tract 77, Kings County, New York",206,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003005,5,-73.99809287693722,40.675944285836664,"(40.675944285836664,-73.99809287693722)",42496340,-73.997718,40.676203,POINT (-73.99771800000001 40.676203)
434,434,"Block 3006, Block Group 3, Census Tract 77, Kings County, New York",458,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003006,10,-73.99839956449904,40.675300296003535,"(40.675300296003535,-73.99839956449904)",42488408,-73.9993434,40.6751965,POINT (-73.9993434 40.6751965)
435,435,"Block 3009, Block Group 3, Census Tract 77, Kings County, New York",310,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003009,7,-73.99871575693695,40.67464792194825,"(40.67464792194825,-73.99871575693695)",42497691,-73.9996531,40.6745528,POINT (-73.9996531 40.6745528)
436,436,"Block 3010, Block Group 3, Census Tract 77, Kings County, New York",103,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077003010,3,-73.99899861271652,40.67397858019832,"(40.67397858019832,-73.99899861271652)",42478290,-73.9996338,40.6738134,POINT (-73.9996338 40.6738134)
437,437,"Block 4000, Block Group 4, Census Tract 77, Kings County, New York",130,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077004000,3,-73.99578196091835,40.68042784328091,"(40.68042784328091,-73.99578196091835)",42471145,-73.994889,40.6802,POINT (-73.994889 40.6802)
438,438,"Block 4001, Block Group 4, Census Tract 77, Kings County, New York",389,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077004001,9,-73.99622662219198,40.67966349759901,"(40.67966349759901,-73.99622662219198)",42488915,-73.995373,40.679482,POINT (-73.995373 40.679482)
439,439,"Block 4002, Block Group 4, Census Tract 77, Kings County, New York",209,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077004002,5,-73.99664057711911,40.67894124756597,"(40.67894124756597,-73.99664057711911)",3590357371,-73.9964654,40.6783503,POINT (-73.99646540000001 40.6783503)
440,440,"Block 4003, Block Group 4, Census Tract 77, Kings County, New York",305,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470077004003,7,-73.99709737843656,40.67801375975313,"(40.67801375975313,-73.99709737843656)",3590357371,-73.9964654,40.6783503,POINT (-73.99646540000001 40.6783503)
441,441,"Block 1001, Block Group 1, Census Tract 85, Kings County, New York",944,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085001001,20,-74.00999902877675,40.67635956222771,"(40.67635956222771,-74.00999902877675)",42502878,-74.010793,40.676834,POINT (-74.01079300000001 40.676834)
442,442,"Block 1002, Block Group 1, Census Tract 85, Kings County, New York",1105,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085001002,24,-74.00754563153458,40.67661589201259,"(40.67661589201259,-74.00754563153458)",42488394,-74.006491,40.677194,POINT (-74.006491 40.677194)
443,443,"Block 1003, Block Group 1, Census Tract 85, Kings County, New York",464,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085001003,10,-74.00851265767527,40.67518526668812,"(40.67518526668812,-74.00851265767527)",42521815,-74.0077049,40.6746216,POINT (-74.00770489999999 40.6746216)
444,444,"Block 2000, Block Group 2, Census Tract 85, Kings County, New York",497,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085002000,11,-74.00260352756962,40.67532761854822,"(40.67532761854822,-74.00260352756962)",5511361875,-74.0017244,40.6751389,POINT (-74.0017244 40.6751389)
445,445,"Block 2001, Block Group 2, Census Tract 85, Kings County, New York",844,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085002001,18,-74.0053058100663,40.67576724499933,"(40.67576724499933,-74.0053058100663)",42483607,-74.0047717,40.6767121,POINT (-74.00477170000001 40.6767121)
446,446,"Block 2002, Block Group 2, Census Tract 85, Kings County, New York",478,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085002002,11,-74.0057833424525,40.67661589201259,"(40.67661589201259,-74.0057833424525)",42483607,-74.0047717,40.6767121,POINT (-74.00477170000001 40.6767121)
447,447,"Block 3000, Block Group 3, Census Tract 85, Kings County, New York",471,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085003000,10,-74.00323346208742,40.674038325562464,"(40.674038325562464,-74.00323346208742)",42490899,-74.0023003,40.6738155,POINT (-74.0023003 40.6738155)
448,448,"Block 3001, Block Group 3, Census Tract 85, Kings County, New York",418,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085003001,9,-74.00477964373806,40.67483591580212,"(40.67483591580212,-74.00477964373806)",598227838,-74.00438,40.6743926,POINT (-74.00438 40.6743926)
449,449,"Block 3002, Block Group 3, Census Tract 85, Kings County, New York",984,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085003002,21,-74.0066210819656,40.674903051089075,"(40.674903051089075,-74.0066210819656)",42483616,-74.0057093,40.6747607,POINT (-74.00570930000001 40.6747607)
450,450,"Block 3003, Block Group 3, Census Tract 85, Kings County, New York",468,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470085003003,10,-74.00507528097539,40.67423616968153,"(40.67423616968153,-74.00507528097539)",598227838,-74.00438,40.6743926,POINT (-74.00438 40.6743926)
451,451,"Block 1000, Block Group 1, Census Tract 117, Kings County, New York",109,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117001000,3,-73.99345641994736,40.67052399625496,"(40.67052399625496,-73.99345641994736)",42466184,-73.992024,40.670257,POINT (-73.992024 40.670257)
452,452,"Block 1001, Block Group 1, Census Tract 117, Kings County, New York",64,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117001001,2,-73.99396147030467,40.66992506801723,"(40.66992506801723,-73.99396147030467)",42496186,-73.995392,40.670195,POINT (-73.995392 40.670195)
453,453,"Block 1002, Block Group 1, Census Tract 117, Kings County, New York",488,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117001002,11,-73.99165465113344,40.66881400389062,"(40.66881400389062,-73.99165465113344)",1372888591,-73.9902887,40.6685749,POINT (-73.99028869999999 40.6685749)
454,454,"Block 1003, Block Group 1, Census Tract 117, Kings County, New York",412,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117001003,9,-73.99115152761101,40.66941442997111,"(40.66941442997111,-73.99115152761101)",1372888591,-73.9902887,40.6685749,POINT (-73.99028869999999 40.6685749)
455,455,"Block 2000, Block Group 2, Census Tract 117, Kings County, New York",41,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117002000,1,-73.99446193560436,40.66932275214415,"(40.66932275214415,-73.99446193560436)",42466180,-73.9930324,40.6690499,POINT (-73.9930324 40.6690499)
456,456,"Block 2001, Block Group 2, Census Tract 117, Kings County, New York",323,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117002001,7,-73.99216208423901,40.66821587104437,"(40.66821587104437,-73.99216208423901)",42466180,-73.9930324,40.6690499,POINT (-73.9930324 40.6690499)
457,457,"Block 2002, Block Group 2, Census Tract 117, Kings County, New York",409,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117002002,9,-73.99266850680725,40.66760907990957,"(40.66760907990957,-73.99266850680725)",42466172,-73.9940294,40.6678529,POINT (-73.9940294 40.6678529)
458,458,"Block 2003, Block Group 2, Census Tract 117, Kings County, New York",45,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117002003,1,-73.99497108362826,40.668729614166324,"(40.668729614166324,-73.99497108362826)",588152215,-73.9959373,40.6681064,POINT (-73.99593729999999 40.6681064)
459,459,"Block 3000, Block Group 3, Census Tract 117, Kings County, New York",77,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117003000,2,-73.99542983986663,40.668216752695876,"(40.668216752695876,-73.99542983986663)",588152215,-73.9959373,40.6681064,POINT (-73.99593729999999 40.6681064)
460,460,"Block 3001, Block Group 3, Census Tract 117, Kings County, New York",278,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117003001,6,-73.99316940545506,40.66700981225672,"(40.66700981225672,-73.99316940545506)",42465649,-73.9945323,40.6672523,POINT (-73.9945323 40.6672523)
461,461,"Block 3002, Block Group 3, Census Tract 117, Kings County, New York",426,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470117003002,10,-73.99355087220019,40.66641715195438,"(40.66641715195438,-73.99355087220019)",588152199,-73.9939175,40.6660085,POINT (-73.99391749999999 40.6660085)
462,462,"Block 1000, Block Group 1, Census Tract 119.01, Kings County, New York",83,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119011000,2,-73.9877220734514,40.67720833296853,"(40.67720833296853,-73.9877220734514)",42471166,-73.9882537,40.6778344,POINT (-73.9882537 40.6778344)
463,463,"Block 1005, Block Group 1, Census Tract 119.01, Kings County, New York",14,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119011005,1,-73.98764049335043,40.6735812627341,"(40.6735812627341,-73.98764049335043)",1372888555,-73.9867699,40.6727928,POINT (-73.9867699 40.6727928)
464,464,"Block 1006, Block Group 1, Census Tract 119.01, Kings County, New York",10,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119011006,1,-73.99087678603999,40.67462244584014,"(40.67462244584014,-73.99087678603999)",42496158,-73.991384,40.674998,POINT (-73.991384 40.674998)
465,465,"Block 1008, Block Group 1, Census Tract 119.01, Kings County, New York",20,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119011008,1,-73.99094144347862,40.67354181662874,"(40.67354181662874,-73.99094144347862)",42478058,-73.992369,40.673813,POINT (-73.992369 40.673813)
466,466,"Block 1009, Block Group 1, Census Tract 119.01, Kings County, New York",225,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119011009,5,-73.9886467130918,40.67243092225139,"(40.67243092225139,-73.9886467130918)",42466191,-73.990013,40.672669,POINT (-73.990013 40.672669)
467,467,"Block 2000, Block Group 2, Census Tract 119.01, Kings County, New York",18,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012000,1,-73.98321420832289,40.67948247733757,"(40.67948247733757,-73.98321420832289)",42466227,-73.98457,40.679612,POINT (-73.98457000000001 40.679612)
468,468,"Block 2001, Block Group 2, Census Tract 119.01, Kings County, New York",10,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012001,1,-73.9853356479289,40.680309005029244,"(40.680309005029244,-73.9853356479289)",42466227,-73.98457,40.679612,POINT (-73.98457000000001 40.679612)
469,469,"Block 2003, Block Group 2, Census Tract 119.01, Kings County, New York",31,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012003,1,-73.98715818285969,40.68020178242121,"(40.68020178242121,-73.98715818285969)",5796733237,-73.9872425,40.6806461,POINT (-73.98724249999999 40.6806461)
470,470,"Block 2005, Block Group 2, Census Tract 119.01, Kings County, New York",78,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012005,2,-73.98567722579753,40.6790407099144,"(40.6790407099144,-73.98567722579753)",42466219,-73.984998,40.678977,POINT (-73.984998 40.678977)
471,471,"Block 2006, Block Group 2, Census Tract 119.01, Kings County, New York",113,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012006,3,-73.98648658745553,40.67895321055599,"(40.67895321055599,-73.98648658745553)",42486353,-73.987394,40.6791057,POINT (-73.98739399999999 40.6791057)
472,472,"Block 2007, Block Group 2, Census Tract 119.01, Kings County, New York",21,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012007,1,-73.98758159708304,40.67958099657679,"(40.67958099657679,-73.98758159708304)",42486353,-73.987394,40.6791057,POINT (-73.98739399999999 40.6791057)
473,473,"Block 2010, Block Group 2, Census Tract 119.01, Kings County, New York",97,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012010,3,-73.98363913670124,40.678844722387716,"(40.678844722387716,-73.98363913670124)",42466219,-73.984998,40.678977,POINT (-73.984998 40.678977)
474,474,"Block 2011, Block Group 2, Census Tract 119.01, Kings County, New York",50,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012011,2,-73.98407563720323,40.67821587796105,"(40.67821587796105,-73.98407563720323)",42466219,-73.984998,40.678977,POINT (-73.984998 40.678977)
475,475,"Block 2012, Block Group 2, Census Tract 119.01, Kings County, New York",260,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012012,6,-73.98449535754756,40.67757518846696,"(40.67757518846696,-73.98449535754756)",42466209,-73.9858597,40.6777053,POINT (-73.98585970000001 40.6777053)
476,476,"Block 2013, Block Group 2, Census Tract 119.01, Kings County, New York",71,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012013,2,-73.9866258364678,40.678406028194615,"(40.678406028194615,-73.9866258364678)",42466214,-73.985429,40.678344,POINT (-73.985429 40.678344)
477,477,"Block 2014, Block Group 2, Census Tract 119.01, Kings County, New York",199,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012014,5,-73.98705725410612,40.677771089209116,"(40.677771089209116,-73.98705725410612)",42466204,-73.986308,40.677081,POINT (-73.98630799999999 40.677081)
478,478,"Block 2015, Block Group 2, Census Tract 119.01, Kings County, New York",135,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012015,3,-73.98491746321494,40.67694131771569,"(40.67694131771569,-73.98491746321494)",42471173,-73.9847655,40.6764879,POINT (-73.98476549999999 40.6764879)
479,479,"Block 2016, Block Group 2, Census Tract 119.01, Kings County, New York",105,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012016,3,-73.9862490971783,40.67652897399451,"(40.67652897399451,-73.9862490971783)",42466204,-73.986308,40.677081,POINT (-73.98630799999999 40.677081)
480,480,"Block 2018, Block Group 2, Census Tract 119.01, Kings County, New York",36,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470119012018,1,-73.98462856478079,40.67595992672217,"(40.67595992672217,-73.98462856478079)",1372888640,-73.9842691,40.6758008,POINT (-73.98426910000001 40.6758008)
481,481,"Block 1000, Block Group 1, Census Tract 121, Kings County, New York",43,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470121001000,1,-73.99144504959631,40.67294117532725,"(40.67294117532725,-73.99144504959631)",42496169,-73.992875,40.673213,POINT (-73.992875 40.673213)
482,482,"Block 1001, Block Group 1, Census Tract 121, Kings County, New York",478,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470121001001,11,-73.98914285332287,40.67182503229344,"(40.67182503229344,-73.98914285332287)",1372888607,-73.9877868,40.6715906,POINT (-73.98778679999999 40.6715906)
