,Geographic Area Name,Population,cdtaname,boroname_left,cdta2020,geoid,Demand,geometry,lon,lat
44,"Block 2001, Block Group 2, Census Tract 5.02, Kings County, New York",230,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470005022001,5,POINT (-73.99352104689969 40.694197981818),-73.99352104689969,40.694197981818
45,"Block 2002, Block Group 2, Census Tract 5.02, Kings County, New York",792,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470005022002,17,POINT (-73.99391152361852 40.6933760096283),-73.99391152361852,40.6933760096283
46,"Block 1000, Block Group 1, Census Tract 7, Kings County, New York",249,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007001000,6,POINT (-73.99829385098784 40.69297536200096),-73.99829385098784,40.69297536200096
47,"Block 1001, Block Group 1, Census Tract 7, Kings County, New York",458,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007001001,10,POINT (-73.99915272726543 40.69251031966033),-73.99915272726543,40.69251031966033
48,"Block 1001, Block Group 1, Census Tract 7, Kings County, New York",458,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470007001001,10,POINT (-73.99915272726543 40.69251031966033),-73.99915272726543,40.69251031966033
49,"Block 1003, Block Group 1, Census Tract 7, Kings County, New York",32,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007001003,1,POINT (-73.99969899456266 40.69257946537792),-73.99969899456266,40.692579465377925
50,"Block 1003, Block Group 1, Census Tract 7, Kings County, New York",32,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470007001003,1,POINT (-73.99969899456266 40.69257946537792),-73.99969899456266,40.692579465377925
51,"Block 1004, Block Group 1, Census Tract 7, Kings County, New York",1212,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007001004,26,POINT (-74.00017774681776 40.69302294470508),-74.00017774681776,40.693022944705085
52,"Block 1004, Block Group 1, Census Tract 7, Kings County, New York",1212,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470007001004,26,POINT (-74.00017774681776 40.69302294470508),-74.00017774681776,40.693022944705085
53,"Block 1006, Block Group 1, Census Tract 7, Kings County, New York",236,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007001006,5,POINT (-73.99684499973318 40.69130509367275),-73.99684499973318,40.691305093672746
54,"Block 1006, Block Group 1, Census Tract 7, Kings County, New York",236,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470007001006,5,POINT (-73.99684499973318 40.69130509367275),-73.99684499973318,40.691305093672746
55,"Block 2000, Block Group 2, Census Tract 7, Kings County, New York",344,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007002000,8,POINT (-73.99590326618787 40.69239289348286),-73.99590326618787,40.69239289348286
56,"Block 2001, Block Group 2, Census Tract 7, Kings County, New York",335,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007002001,8,POINT (-73.99670580283785 40.69257610158845),-73.99670580283785,40.69257610158845
57,"Block 2002, Block Group 2, Census Tract 7, Kings County, New York",242,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007002002,6,POINT (-73.99752923320139 40.69276320405805),-73.99752923320139,40.692763204058046
58,"Block 3000, Block Group 3, Census Tract 7, Kings County, New York",252,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007003000,6,POINT (-73.9937834528652 40.6926400896709),-73.9937834528652,40.692640089670896
59,"Block 3001, Block Group 3, Census Tract 7, Kings County, New York",446,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007003001,10,POINT (-73.99518910348183 40.69192490642678),-73.99518910348183,40.691924906426785
60,"Block 3002, Block Group 3, Census Tract 7, Kings County, New York",339,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007003002,8,POINT (-73.99513901954522 40.69082751797975),-73.99513901954522,40.69082751797975
61,"Block 3002, Block Group 3, Census Tract 7, Kings County, New York",339,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470007003002,8,POINT (-73.99513901954522 40.69082751797975),-73.99513901954522,40.69082751797975
62,"Block 3003, Block Group 3, Census Tract 7, Kings County, New York",270,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470007003003,6,POINT (-73.99416748709879 40.69184474310624),-73.99416748709879,40.691844743106245
63,"Block 1000, Block Group 1, Census Tract 9, Kings County, New York",260,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009001000,6,POINT (-73.99148769714412 40.6944214960455),-73.99148769714412,40.6944214960455
64,"Block 1001, Block Group 1, Census Tract 9, Kings County, New York",793,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009001001,17,POINT (-73.99159633363729 40.69366269445705),-73.99159633363729,40.693662694457046
65,"Block 1002, Block Group 1, Census Tract 9, Kings County, New York",112,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009001002,3,POINT (-73.99230592847699 40.69332625279255),-73.992305928477,40.69332625279255
66,"Block 1003, Block Group 1, Census Tract 9, Kings County, New York",432,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009001003,10,POINT (-73.99220634645354 40.69235162221725),-73.99220634645354,40.692351622217245
67,"Block 1004, Block Group 1, Census Tract 9, Kings County, New York",314,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009001004,7,POINT (-73.99055648545452 40.69170599575602),-73.99055648545452,40.691705995756024
68,"Block 1008, Block Group 1, Census Tract 9, Kings County, New York",735,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009001008,16,POINT (-73.99020400519733 40.69068976245089),-73.99020400519733,40.690689762450894
69,"Block 1009, Block Group 1, Census Tract 9, Kings County, New York",397,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009001009,9,POINT (-73.99259247457985 40.69156581173833),-73.99259247457985,40.69156581173833
70,"Block 2000, Block Group 2, Census Tract 9, Kings County, New York",826,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009002000,18,POINT (-73.99136955333232 40.69071576717862),-73.99136955333232,40.69071576717862
71,"Block 2001, Block Group 2, Census Tract 9, Kings County, New York",220,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009002001,5,POINT (-73.99289355389971 40.69094494896122),-73.9928935538997,40.690944948961224
72,"Block 2002, Block Group 2, Census Tract 9, Kings County, New York",289,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009002002,7,POINT (-73.99320669171928 40.69029246530381),-73.99320669171928,40.690292465303806
73,"Block 2002, Block Group 2, Census Tract 9, Kings County, New York",289,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470009002002,7,POINT (-73.99320669171928 40.69029246530381),-73.99320669171928,40.690292465303806
74,"Block 2003, Block Group 2, Census Tract 9, Kings County, New York",764,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009002003,17,POINT (-73.99127493917364 40.68974449558652),-73.99127493917364,40.689744495586524
75,"Block 2003, Block Group 2, Census Tract 9, Kings County, New York",764,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470009002003,17,POINT (-73.99127493917364 40.68974449558652),-73.99127493917364,40.689744495586524
76,"Block 2004, Block Group 2, Census Tract 9, Kings County, New York",25,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470009002004,1,POINT (-73.99059157377968 40.69006944955512),-73.99059157377968,40.690069449555125
77,"Block 1000, Block Group 1, Census Tract 11, Kings County, New York",26,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470011001000,1,POINT (-73.98619898495787 40.69403375378502),-73.98619898495787,40.69403375378502
78,"Block 1003, Block Group 1, Census Tract 11, Kings County, New York",15,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470011001003,1,POINT (-73.98975058454366 40.69355598187307),-73.98975058454366,40.69355598187307
79,"Block 1006, Block Group 1, Census Tract 11, Kings County, New York",59,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470011001006,2,POINT (-73.98680799036936 40.69182623128562),-73.98680799036936,40.69182623128562
80,"Block 1007, Block Group 1, Census Tract 11, Kings County, New York",34,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470011001007,1,POINT (-73.98676596951717 40.69259828607851),-73.98676596951717,40.69259828607851
81,"Block 1010, Block Group 1, Census Tract 11, Kings County, New York",681,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470011001010,15,POINT (-73.98575646694954 40.69256032774361),-73.98575646694954,40.692560327743614
82,"Block 1011, Block Group 1, Census Tract 11, Kings County, New York",757,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470011001011,17,POINT (-73.98580678952803 40.69160410386823),-73.98580678952803,40.69160410386823
83,"Block 1002, Block Group 1, Census Tract 13, Kings County, New York",1569,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470013001002,34,POINT (-73.98772858558415 40.69809271839018),-73.98772858558415,40.69809271839018
84,"Block 1003, Block Group 1, Census Tract 13, Kings County, New York",408,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470013001003,9,POINT (-73.98648855086697 40.69800001426714),-73.98648855086697,40.69800001426714
85,"Block 1005, Block Group 1, Census Tract 13, Kings County, New York",17,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470013001005,1,POINT (-73.98550830188333 40.69784012041),-73.98550830188333,40.69784012041
