,Geographic Area Name,Population,cdtaname,boroname_left,cdta2020,geoid,Demand,geometry,lon,lat
196,"Block 2002, Block Group 2, Census Tract 39, Kings County, New York",305,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470039002002,7,POINT (-73.98275728269438 40.6841174886985),-73.98275728269438,40.6841174886985
197,"Block 2002, Block Group 2, Census Tract 39, Kings County, New York",305,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470039002002,7,POINT (-73.98275728269438 40.6841174886985),-73.98275728269438,40.6841174886985
198,"Block 3000, Block Group 3, Census Tract 39, Kings County, New York",253,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470039003000,6,POINT (-73.97975977574106 40.68455589560806),-73.97975977574106,40.684555895608064
199,"Block 3000, Block Group 3, Census Tract 39, Kings County, New York",253,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470039003000,6,POINT (-73.97975977574106 40.68455589560806),-73.97975977574106,40.684555895608064
200,"Block 3001, Block Group 3, Census Tract 39, Kings County, New York",170,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470039003001,4,POINT (-73.98020340350115 40.6839273732957),-73.98020340350115,40.6839273732957
201,"Block 3002, Block Group 3, Census Tract 39, Kings County, New York",251,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470039003002,6,POINT (-73.98063163297586 40.68328995488464),-73.98063163297586,40.68328995488464
202,"Block 3002, Block Group 3, Census Tract 39, Kings County, New York",251,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470039003002,6,POINT (-73.98063163297586 40.68328995488464),-73.98063163297586,40.68328995488464
203,"Block 1000, Block Group 1, Census Tract 41, Kings County, New York",198,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041001000,5,POINT (-73.98310809715326 40.68744709495944),-73.98310809715326,40.68744709495944
204,"Block 1001, Block Group 1, Census Tract 41, Kings County, New York",331,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041001001,8,POINT (-73.98485623475108 40.68833125471555),-73.98485623475108,40.68833125471555
205,"Block 1002, Block Group 1, Census Tract 41, Kings County, New York",157,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041001002,4,POINT (-73.9854180126471 40.68816750422044),-73.9854180126471,40.68816750422044
206,"Block 1003, Block Group 1, Census Tract 41, Kings County, New York",381,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041001003,9,POINT (-73.98569953055352 40.68766875177897),-73.98569953055352,40.68766875177897
207,"Block 1004, Block Group 1, Census Tract 41, Kings County, New York",386,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041001004,9,POINT (-73.98353021272329 40.68682486903472),-73.9835302127233,40.686824869034716
208,"Block 2000, Block Group 2, Census Tract 41, Kings County, New York",304,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041002000,7,POINT (-73.9861294302755 40.68703396875053),-73.9861294302755,40.687033968750534
209,"Block 2001, Block Group 2, Census Tract 41, Kings County, New York",390,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041002001,9,POINT (-73.98655884047483 40.68639877548127),-73.98655884047483,40.68639877548127
210,"Block 2002, Block Group 2, Census Tract 41, Kings County, New York",294,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041002002,7,POINT (-73.98698950799306 40.68576457531401),-73.98698950799306,40.68576457531401
211,"Block 2002, Block Group 2, Census Tract 41, Kings County, New York",294,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470041002002,7,POINT (-73.98698950799306 40.68576457531401),-73.98698950799306,40.68576457531401
212,"Block 3000, Block Group 3, Census Tract 41, Kings County, New York",308,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041003000,7,POINT (-73.98395986174572 40.68619029777394),-73.98395986174572,40.68619029777394
213,"Block 3001, Block Group 3, Census Tract 41, Kings County, New York",338,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041003001,8,POINT (-73.98439073854701 40.68555579635789),-73.984390738547,40.68555579635789
214,"Block 3002, Block Group 3, Census Tract 41, Kings County, New York",311,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470041003002,7,POINT (-73.98482044644257 40.68492029790328),-73.98482044644257,40.684920297903275
215,"Block 3002, Block Group 3, Census Tract 41, Kings County, New York",311,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470041003002,7,POINT (-73.98482044644257 40.68492029790328),-73.98482044644257,40.684920297903275
216,"Block 2000, Block Group 2, Census Tract 43, Kings County, New York",654,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043002000,14,POINT (-73.9874354707908 40.68913189306657),-73.9874354707908,40.689131893066566
217,"Block 2001, Block Group 2, Census Tract 43, Kings County, New York",187,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043002001,4,POINT (-73.98919329809932 40.68978675217659),-73.98919329809932,40.68978675217659
218,"Block 2002, Block Group 2, Census Tract 43, Kings County, New York",378,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043002002,9,POINT (-73.98786803266198 40.68851190395092),-73.98786803266198,40.68851190395092
219,"Block 3000, Block Group 3, Census Tract 43, Kings County, New York",322,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003000,7,POINT (-73.98830702580608 40.68788247673243),-73.98830702580608,40.68788247673243
220,"Block 3001, Block Group 3, Census Tract 43, Kings County, New York",64,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003001,2,POINT (-73.98790631836485 40.68692622713327),-73.98790631836485,40.68692622713327
221,"Block 3002, Block Group 3, Census Tract 43, Kings County, New York",105,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003002,3,POINT (-73.98890466210352 40.68731901672212),-73.98890466210352,40.68731901672212
222,"Block 3003, Block Group 3, Census Tract 43, Kings County, New York",444,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043003003,10,POINT (-73.98914489259555 40.68660862119948),-73.98914489259555,40.68660862119948
223,"Block 3003, Block Group 3, Census Tract 43, Kings County, New York",444,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043003003,10,POINT (-73.98914489259555 40.68660862119948),-73.98914489259555,40.68660862119948
224,"Block 4000, Block Group 4, Census Tract 43, Kings County, New York",197,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004000,5,POINT (-73.98987952023343 40.68828143673213),-73.98987952023343,40.68828143673213
225,"Block 4001, Block Group 4, Census Tract 43, Kings County, New York",249,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004001,6,POINT (-73.99136364713866 40.68885389050839),-73.99136364713866,40.68885389050839
226,"Block 4001, Block Group 4, Census Tract 43, Kings County, New York",249,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043004001,6,POINT (-73.99136364713866 40.68885389050839),-73.99136364713866,40.68885389050839
227,"Block 4002, Block Group 4, Census Tract 43, Kings County, New York",228,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004002,5,POINT (-73.99201378023454 40.68854522901304),-73.99201378023454,40.688545229013044
228,"Block 4002, Block Group 4, Census Tract 43, Kings County, New York",228,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043004002,5,POINT (-73.99201378023454 40.68854522901304),-73.99201378023454,40.688545229013044
229,"Block 4003, Block Group 4, Census Tract 43, Kings County, New York",252,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004003,6,POINT (-73.9923945870293 40.68789142750533),-73.9923945870293,40.68789142750533
230,"Block 4003, Block Group 4, Census Tract 43, Kings County, New York",252,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470043004003,6,POINT (-73.9923945870293 40.68789142750533),-73.9923945870293,40.68789142750533
231,"Block 4004, Block Group 4, Census Tract 43, Kings County, New York",330,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004004,7,POINT (-73.99098754669407 40.68733959910021),-73.99098754669407,40.687339599100206
232,"Block 4005, Block Group 4, Census Tract 43, Kings County, New York",400,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470043004005,9,POINT (-73.99056056538342 40.68797512012149),-73.99056056538342,40.687975120121486
233,"Block 1000, Block Group 1, Census Tract 45, Kings County, New York",246,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045001000,6,POINT (-73.99352079737531 40.68963653171341),-73.99352079737531,40.68963653171341
234,"Block 1000, Block Group 1, Census Tract 45, Kings County, New York",246,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001000,6,POINT (-73.99352079737531 40.68963653171341),-73.99352079737531,40.68963653171341
235,"Block 1001, Block Group 1, Census Tract 45, Kings County, New York",360,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045001001,8,POINT (-73.99545450213549 40.69017150294538),-73.99545450213549,40.69017150294538
236,"Block 1001, Block Group 1, Census Tract 45, Kings County, New York",360,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001001,8,POINT (-73.99545450213549 40.69017150294538),-73.99545450213549,40.69017150294538
237,"Block 1002, Block Group 1, Census Tract 45, Kings County, New York",233,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001002,5,POINT (-73.99577570044914 40.68950787262578),-73.99577570044914,40.68950787262578
238,"Block 1003, Block Group 1, Census Tract 45, Kings County, New York",354,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045001003,8,POINT (-73.99384305767424 40.68897390616421),-73.99384305767424,40.68897390616421
239,"Block 1003, Block Group 1, Census Tract 45, Kings County, New York",354,BK06 Park Slope-Carroll Gardens (CD 6 Approximation),Brooklyn,BK06,360470045001003,8,POINT (-73.99384305767424 40.68897390616421),-73.99384305767424,40.68897390616421
240,"Block 2000, Block Group 2, Census Tract 45, Kings County, New York",234,BK02 Downtown Brooklyn-Fort Greene (CD 2 Approximation),Brooklyn,BK02,360470045002000,5,POINT (-73.99416909141596 40.68829547217874),-73.99416909141596,40.688295472178744
